txn_id,vendor_id,timestamp,amount,txn_type,invoice_no,is_injected,case_id,expected_class,predicted_class,rule_under_test,case_notes,actual_class,fired_rules
T-1359,V014,2025-07-14T09:51:14,26046.39,INVOICE,INV-70359,False,,,,,,REVIEW,R3
T-1058,V002,2025-07-14T10:37:40,15561.42,INVOICE,INV-70058,False,,,,,,NO_FLAG,
T-1111,V005,2025-07-14T10:51:40,569.62,INVOICE,INV-70111,False,,,,,,NO_FLAG,
T-1114,V005,2025-07-15T11:40:21,166.74,INVOICE,INV-70114,False,,,,,,NO_FLAG,
T-1285,V010,2025-07-15T16:19:08,205.95,INVOICE,INV-70285,False,,,,,,NO_FLAG,
T-1293,V010,2025-07-16T10:48:57,1570.19,INVOICE,INV-70293,False,,,,,,FLAG,R1
T-1434,V017,2025-07-16T13:21:41,2539.76,INVOICE,INV-70434,False,,,,,,NO_FLAG,
T-1119,V005,2025-07-16T13:42:58,1646.69,INVOICE,INV-70119,False,,,,,,NO_FLAG,
T-1071,V002,2025-07-16T15:19:02,6165.9,INVOICE,INV-70071,False,,,,,,NO_FLAG,
T-1190,V007,2025-07-17T10:41:04,618.33,INVOICE,INV-70190,False,,,,,,NO_FLAG,
T-1476,V019,2025-07-18T09:52:29,225.03,INVOICE,INV-70476,False,,,,,,NO_FLAG,
T-1001,V001,2025-07-18T15:02:39,384.03,INVOICE,INV-70001,False,,,,,,NO_FLAG,
T-1361,V014,2025-07-23T10:41:19,41474.04,INVOICE,INV-70361,False,,,,,,REVIEW,R3
T-1085,V004,2025-07-23T16:04:08,4698.46,INVOICE,INV-70085,False,,,,,,NO_FLAG,
T-1462,V019,2025-07-24T10:44:21,157.15,INVOICE,INV-70462,False,,,,,,NO_FLAG,
T-1140,V005,2025-07-24T14:53:56,1880.26,INVOICE,INV-70140,False,,,,,,NO_FLAG,
T-1164,V007,2025-07-24T15:02:05,708.15,INVOICE,INV-70164,False,,,,,,NO_FLAG,
T-1155,V006,2025-07-25T11:10:38,5094.92,INVOICE,INV-70155,False,,,,,,NO_FLAG,
T-1339,V012,2025-07-25T17:02:45,9618.23,INVOICE,INV-70339,False,,,,,,FLAG,R3;R2
T-1060,V002,2025-07-28T10:48:07,7669.48,INVOICE,INV-70060,False,,,,,,NO_FLAG,
T-1159,V006,2025-07-28T11:29:00,6567.48,INVOICE,INV-70159,False,,,,,,NO_FLAG,
T-1500,V020,2025-07-29T12:10:51,2994.61,INVOICE,INV-70500,False,,,,,,NO_FLAG,
T-1029,V001,2025-07-29T16:08:49,370.0,INVOICE,INV-70029,False,,,,,,NO_FLAG,
T-1429,V017,2025-07-30T09:36:11,606.29,INVOICE,INV-70429,False,,,,,,NO_FLAG,
T-1465,V019,2025-07-30T11:32:09,308.16,INVOICE,INV-70465,False,,,,,,NO_FLAG,
T-1011,V001,2025-07-30T11:34:16,350.31,INVOICE,INV-70011,False,,,,,,NO_FLAG,
T-1258,V009,2025-07-30T15:51:25,7019.71,INVOICE,INV-70258,False,,,,,,NO_FLAG,
T-1415,V016,2025-07-31T13:44:14,8283.35,INVOICE,INV-70415,False,,,,,,NO_FLAG,
T-1390,V015,2025-07-31T14:21:35,1446.62,INVOICE,INV-70390,False,,,,,,FLAG,R1
T-1267,V009,2025-07-31T15:05:28,7383.5,INVOICE,INV-70267,False,,,,,,NO_FLAG,
T-1443,V018,2025-07-31T16:14:31,1344.31,INVOICE,INV-70443,False,,,,,,NO_FLAG,
T-1235,V008,2025-08-04T09:52:36,1736.04,INVOICE,INV-70235,False,,,,,,NO_FLAG,
T-1166,V007,2025-08-04T10:16:47,1060.85,INVOICE,INV-70166,False,,,,,,NO_FLAG,
T-1218,V008,2025-08-04T12:22:44,3279.7,INVOICE,INV-70218,False,,,,,,FLAG,R1
T-1012,V001,2025-08-04T13:23:30,405.42,INVOICE,INV-70012,False,,,,,,NO_FLAG,
T-1317,V011,2025-08-05T15:00:18,1476.21,INVOICE,INV-70317,False,,,,,,NO_FLAG,
T-1490,V020,2025-08-06T09:25:07,5225.61,INVOICE,INV-70490,False,,,,,,NO_FLAG,
T-1426,V017,2025-08-06T10:32:30,1885.19,INVOICE,INV-70426,False,,,,,,NO_FLAG,
T-1047,V001,2025-08-07T10:57:44,351.07,INVOICE,INV-70047,False,,,,,,NO_FLAG,
T-1431,V017,2025-08-07T14:01:38,710.02,INVOICE,INV-70431,False,,,,,,NO_FLAG,
T-1146,V006,2025-08-07T16:09:42,3374.2,INVOICE,INV-70146,False,,,,,,NO_FLAG,
T-1314,V011,2025-08-08T10:33:15,3842.65,INVOICE,INV-70314,False,,,,,,NO_FLAG,
T-1113,V005,2025-08-08T11:02:04,891.97,INVOICE,INV-70113,False,,,,,,NO_FLAG,
T-1195,V007,2025-08-08T13:44:28,579.15,INVOICE,INV-70195,False,,,,,,NO_FLAG,
T-1129,V005,2025-08-08T14:22:02,1515.41,INVOICE,INV-70129,False,,,,,,NO_FLAG,
T-1276,V009,2025-08-08T15:35:06,6065.32,INVOICE,INV-70276,False,,,,,,NO_FLAG,
T-1148,V006,2025-08-11T09:23:32,3713.22,INVOICE,INV-70148,False,,,,,,NO_FLAG,
T-1299,V010,2025-08-11T12:31:40,786.39,INVOICE,INV-70299,False,,,,,,NO_FLAG,
T-1330,V011,2025-08-11T13:16:50,4099.76,INVOICE,INV-70330,False,,,,,,NO_FLAG,
T-1334,V011,2025-08-13T15:17:45,3320.53,INVOICE,INV-70334,False,,,,,,NO_FLAG,
T-1249,V008,2025-08-13T16:00:10,1992.81,INVOICE,INV-70249,False,,,,,,NO_FLAG,
T-1324,V011,2025-08-14T13:14:53,2457.36,INVOICE,INV-70324,False,,,,,,NO_FLAG,
T-1147,V006,2025-08-14T14:48:04,3960.88,INVOICE,INV-70147,False,,,,,,NO_FLAG,
T-1355,V014,2025-08-14T16:56:53,54371.77,INVOICE,INV-70355,False,,,,,,REVIEW,R3
T-1078,V003,2025-08-15T11:32:22,2719.47,INVOICE,INV-70078,False,,,,,,NO_FLAG,
T-1121,V005,2025-08-15T11:32:46,1370.46,INVOICE,INV-70121,False,,,,,,NO_FLAG,
T-1137,V005,2025-08-18T17:05:24,256.65,INVOICE,INV-70137,False,,,,,,NO_FLAG,
T-1184,V007,2025-08-19T10:22:48,867.62,INVOICE,INV-70184,False,,,,,,NO_FLAG,
T-1080,V003,2025-08-19T14:20:15,2927.01,INVOICE,INV-70080,False,,,,,,NO_FLAG,
T-1019,V001,2025-08-20T08:41:12,264.14,INVOICE,INV-70019,False,,,,,,NO_FLAG,
T-1177,V007,2025-08-20T10:25:41,665.83,INVOICE,INV-70177,False,,,,,,NO_FLAG,
T-1354,V014,2025-08-21T14:15:23,22748.42,INVOICE,INV-70354,False,,,,,,REVIEW,R3
T-1391,V015,2025-08-24T13:59:11,461.3,INVOICE,INV-70391,False,,,,,,NO_FLAG,
T-1493,V020,2025-08-25T14:38:35,3875.72,INVOICE,INV-70493,False,,,,,,NO_FLAG,
T-1340,V012,2025-08-25T15:35:24,9966.17,INVOICE,INV-70340,False,,,,,,FLAG,R3;R2
T-1072,V002,2025-08-26T11:02:52,12956.77,INVOICE,INV-70072,False,,,,,,NO_FLAG,
T-1423,V017,2025-08-27T09:49:23,7892.72,INVOICE,INV-70423,False,,,,,,FLAG,R1
T-1303,V011,2025-08-27T13:53:55,4687.59,INVOICE,INV-70303,False,,,,,,NO_FLAG,
T-1430,V017,2025-08-28T13:54:35,1893.91,INVOICE,INV-70430,False,,,,,,NO_FLAG,
T-1368,V015,2025-08-29T10:13:05,979.64,INVOICE,INV-70368,False,,,,,,NO_FLAG,
T-1374,V015,2025-08-29T14:43:04,1291.27,INVOICE,INV-70374,False,,,,,,NO_FLAG,
T-1406,V015,2025-08-29T15:45:15,892.58,INVOICE,INV-70406,False,,,,,,NO_FLAG,
T-1376,V015,2025-08-30T15:41:33,1029.67,INVOICE,INV-70376,False,,,,,,NO_FLAG,
T-1316,V011,2025-09-01T14:14:46,4695.32,INVOICE,INV-70316,False,,,,,,NO_FLAG,
T-1329,V011,2025-09-01T15:05:01,3279.16,INVOICE,INV-70329,False,,,,,,NO_FLAG,
T-1260,V009,2025-09-02T11:50:19,6076.16,INVOICE,INV-70260,False,,,,,,NO_FLAG,
T-1438,V017,2025-09-03T11:24:30,5121.11,INVOICE,INV-70438,False,,,,,,NO_FLAG,
T-1275,V009,2025-09-03T12:27:15,4320.43,INVOICE,INV-70275,False,,,,,,NO_FLAG,
T-1301,V010,2025-09-04T11:17:18,354.92,INVOICE,INV-70301,False,,,,,,NO_FLAG,
T-1450,V018,2025-09-05T09:31:05,1178.55,INVOICE,INV-70450,False,,,,,,NO_FLAG,
T-1254,V009,2025-09-05T14:36:48,5000.85,INVOICE,INV-70254,False,,,,,,NO_FLAG,
T-1401,V015,2025-09-08T13:37:23,277.1,INVOICE,INV-70401,False,,,,,,FLAG,R1
T-1470,V019,2025-09-09T10:03:17,93.54,INVOICE,INV-70470,False,,,,,,NO_FLAG,
T-1385,V015,2025-09-09T10:49:18,1115.43,INVOICE,INV-70385,False,,,,,,NO_FLAG,
T-1205,V008,2025-09-09T10:53:28,1670.08,INVOICE,INV-70205,False,,,,,,NO_FLAG,
T-1440,V017,2025-09-09T11:41:00,566.05,INVOICE,INV-70440,False,,,,,,NO_FLAG,
T-1356,V014,2025-09-09T13:40:27,3246.33,INVOICE,INV-70356,False,,,,,,REVIEW,R3
T-1242,V008,2025-09-09T14:22:21,1759.22,INVOICE,INV-70242,False,,,,,,NO_FLAG,
T-1079,V003,2025-09-09T15:19:29,2567.76,INVOICE,INV-70079,False,,,,,,NO_FLAG,
T-1265,V009,2025-09-10T14:21:21,4858.54,INVOICE,INV-70265,False,,,,,,FLAG,R2
T-1125,V005,2025-09-11T10:01:58,484.25,INVOICE,INV-70125,False,,,,,,NO_FLAG,
T-1337,V011,2025-09-11T12:08:01,2305.74,INVOICE,INV-70337,False,,,,,,NO_FLAG,
T-1226,V008,2025-09-11T14:42:50,2249.97,INVOICE,INV-70226,False,,,,,,NO_FLAG,
T-1028,V001,2025-09-12T11:10:50,302.39,INVOICE,INV-70028,False,,,,,,NO_FLAG,
T-1271,V009,2025-09-15T11:35:47,5963.63,INVOICE,INV-70271,False,,,,,,NO_FLAG,
T-1112,V005,2025-09-16T10:48:09,1713.04,INVOICE,INV-70112,False,,,,,,NO_FLAG,
T-1130,V005,2025-09-17T10:46:15,299.43,INVOICE,INV-70130,False,,,,,,NO_FLAG,
T-1466,V019,2025-09-17T16:39:58,138.11,INVOICE,INV-70466,False,,,,,,NO_FLAG,
T-1459,V019,2025-09-18T12:43:54,134.89,INVOICE,INV-70459,False,,,,,,NO_FLAG,
T-1454,V019,2025-09-19T15:18:55,89.8,INVOICE,INV-70454,False,,,,,,NO_FLAG,
T-1378,V015,2025-09-20T09:55:13,646.25,INVOICE,INV-70378,False,,,,,,NO_FLAG,
T-1022,V001,2025-09-23T14:38:06,317.98,INVOICE,INV-70022,False,,,,,,NO_FLAG,
T-1453,V019,2025-09-24T15:22:13,120.09,INVOICE,INV-70453,False,,,,,,NO_FLAG,
T-1408,V015,2025-09-25T14:21:57,1265.43,INVOICE,INV-70408,False,,,,,,NO_FLAG,
T-1061,V002,2025-09-26T14:27:13,14805.33,INVOICE,INV-70061,False,,,,,,NO_FLAG,
T-1394,V015,2025-09-27T15:27:52,1021.05,INVOICE,INV-70394,False,,,,,,NO_FLAG,
T-1144,V005,2025-10-01T09:29:38,2642.45,INVOICE,INV-70144,False,,,,,,NO_FLAG,
T-1099,V005,2025-10-01T10:03:39,1288.39,INVOICE,INV-70099,False,,,,,,NO_FLAG,
T-1191,V007,2025-10-02T14:22:00,623.49,INVOICE,INV-70191,False,,,,,,NO_FLAG,
T-1156,V006,2025-10-03T10:52:02,19831.55,INVOICE,INV-70156,False,,,,,,NO_FLAG,
T-1230,V008,2025-10-03T11:40:59,3110.89,INVOICE,INV-70230,False,,,,,,NO_FLAG,
T-1124,V005,2025-10-03T14:29:35,1863.72,INVOICE,INV-70124,False,,,,,,NO_FLAG,
T-1017,V001,2025-10-03T15:33:12,351.51,INVOICE,INV-70017,False,,,,,,NO_FLAG,
T-1383,V015,2025-10-05T15:39:58,1052.52,INVOICE,INV-70383,False,,,,,,NO_FLAG,
T-1306,V011,2025-10-08T09:10:38,1941.27,INVOICE,INV-70306,False,,,,,,NO_FLAG,
T-1486,V019,2025-10-09T11:16:20,90.6,INVOICE,INV-70486,False,,,,,,NO_FLAG,
T-1214,V008,2025-10-09T14:07:46,2265.34,INVOICE,INV-70214,False,,,,,,NO_FLAG,
T-1186,V007,2025-10-10T12:45:24,129.15,INVOICE,INV-70186,False,,,,,,FLAG,R1
T-1397,V015,2025-10-13T10:15:17,591.81,INVOICE,INV-70397,False,,,,,,NO_FLAG,
T-1487,V019,2025-10-13T16:35:13,601.1,INVOICE,INV-70487,False,,,,,,FLAG,R1
T-1407,V015,2025-10-15T10:39:41,616.61,INVOICE,INV-70407,False,,,,,,NO_FLAG,
T-1154,V006,2025-10-15T11:26:18,3514.3,INVOICE,INV-70154,False,,,,,,NO_FLAG,
T-1433,V017,2025-10-15T11:54:41,163.8,INVOICE,INV-70433,False,,,,,,NO_FLAG,
T-1208,V008,2025-10-16T09:05:57,1774.84,INVOICE,INV-70208,False,,,,,,NO_FLAG,
T-1451,V018,2025-10-16T10:15:44,1243.16,INVOICE,INV-70451,False,,,,,,NO_FLAG,
T-1142,V005,2025-10-16T11:15:51,1341.24,INVOICE,INV-70142,False,,,,,,NO_FLAG,
T-1176,V007,2025-10-16T11:37:17,435.02,INVOICE,INV-70176,False,,,,,,NO_FLAG,
T-1055,V002,2025-10-16T12:27:42,12173.96,INVOICE,INV-70055,False,,,,,,NO_FLAG,
T-1036,V001,2025-10-16T13:52:44,417.79,INVOICE,INV-70036,False,,,,,,NO_FLAG,
T-1304,V011,2025-10-16T15:31:24,2049.18,INVOICE,INV-70304,False,,,,,,NO_FLAG,
T-1328,V011,2025-10-16T16:22:36,1592.07,INVOICE,INV-70328,False,,,,,,NO_FLAG,
T-1410,V015,2025-10-20T10:31:38,1027.0,INVOICE,INV-70410,False,,,,,,NO_FLAG,
T-1116,V005,2025-10-20T14:17:12,1225.62,INVOICE,INV-70116,False,,,,,,NO_FLAG,
T-1347,V013,2025-10-20T14:26:34,1499.0,INVOICE,INV-70347,False,,,,,,NO_FLAG,R8
T-1300,V010,2025-10-21T08:05:13,724.41,INVOICE,INV-70300,False,,,,,,NO_FLAG,
T-1183,V007,2025-10-21T13:46:09,546.69,INVOICE,INV-70183,False,,,,,,NO_FLAG,
T-1043,V001,2025-10-21T13:55:28,339.62,INVOICE,INV-70043,False,,,,,,NO_FLAG,
T-1132,V005,2025-10-21T13:56:20,1552.98,INVOICE,INV-70132,False,,,,,,NO_FLAG,
T-1287,V010,2025-10-21T15:23:58,191.98,INVOICE,INV-70287,False,,,,,,NO_FLAG,
T-1229,V008,2025-10-22T14:10:00,2653.32,INVOICE,INV-70229,False,,,,,,NO_FLAG,
T-1447,V018,2025-10-22T14:53:48,1299.84,INVOICE,INV-70447,False,,,,,,NO_FLAG,
T-1182,V007,2025-10-22T15:41:39,634.29,INVOICE,INV-70182,False,,,,,,NO_FLAG,
T-1024,V001,2025-10-23T09:21:43,454.34,INVOICE,INV-70024,False,,,,,,NO_FLAG,
T-1173,V007,2025-10-23T13:15:06,699.42,INVOICE,INV-70173,False,,,,,,NO_FLAG,
T-1307,V011,2025-10-24T10:22:48,2065.33,INVOICE,INV-70307,False,,,,,,NO_FLAG,
T-1174,V007,2025-10-24T10:33:12,285.41,INVOICE,INV-70174,False,,,,,,NO_FLAG,
T-1387,V015,2025-10-26T10:16:05,839.88,INVOICE,INV-70387,False,,,,,,NO_FLAG,
T-1389,V015,2025-10-26T11:27:16,824.91,INVOICE,INV-70389,False,,,,,,NO_FLAG,
T-1002,V001,2025-10-27T11:25:14,434.65,INVOICE,INV-70002,False,,,,,,NO_FLAG,
T-1217,V008,2025-10-27T14:46:59,747.46,INVOICE,INV-70217,False,,,,,,NO_FLAG,
T-1494,V020,2025-10-28T10:18:09,4220.77,INVOICE,INV-70494,False,,,,,,NO_FLAG,
T-1420,V016,2025-10-28T14:16:04,9118.57,INVOICE,INV-70420,False,,,,,,NO_FLAG,
T-1427,V017,2025-10-29T11:26:35,3260.74,INVOICE,INV-70427,False,,,,,,NO_FLAG,
T-1096,V004,2025-10-29T13:31:34,3677.63,INVOICE,INV-70096,False,,,,,,NO_FLAG,
T-1296,V010,2025-10-29T14:31:09,223.64,INVOICE,INV-70296,False,,,,,,NO_FLAG,
T-1474,V019,2025-10-29T16:17:05,144.64,INVOICE,INV-70474,False,,,,,,NO_FLAG,
T-1016,V001,2025-10-30T10:44:57,410.97,INVOICE,INV-70016,False,,,,,,NO_FLAG,
T-1435,V017,2025-10-30T14:22:46,2733.66,INVOICE,INV-70435,False,,,,,,NO_FLAG,
T-1087,V004,2025-10-30T16:04:01,4687.03,INVOICE,INV-70087,False,,,,,,NO_FLAG,
T-1411,V016,2025-10-31T10:56:25,6610.04,INVOICE,INV-70411,False,,,,,,NO_FLAG,
T-1169,V007,2025-10-31T11:25:10,774.17,INVOICE,INV-70169,False,,,,,,NO_FLAG,
T-1216,V008,2025-11-03T12:12:02,1584.67,INVOICE,INV-70216,False,,,,,,NO_FLAG,
T-1008,V001,2025-11-03T15:26:46,409.08,INVOICE,INV-70008,False,,,,,,NO_FLAG,
T-1192,V007,2025-11-03T15:28:10,397.8,INVOICE,INV-70192,False,,,,,,NO_FLAG,
T-1360,V014,2025-11-04T15:20:54,19440.71,INVOICE,INV-70360,False,,,,,,REVIEW,R3
T-1046,V001,2025-11-04T15:34:29,357.44,INVOICE,INV-70046,False,,,,,,NO_FLAG,
T-1151,V006,2025-11-05T15:16:12,10714.81,INVOICE,INV-70151,False,,,,,,NO_FLAG,
T-1442,V018,2025-11-06T10:06:52,1351.43,INVOICE,INV-70442,False,,,,,,NO_FLAG,
T-1479,V019,2025-11-06T14:52:34,134.04,INVOICE,INV-70479,False,,,,,,NO_FLAG,
T-1236,V008,2025-11-07T14:49:37,1523.22,INVOICE,INV-70236,False,,,,,,NO_FLAG,
T-1168,V007,2025-11-10T10:52:04,303.83,INVOICE,INV-70168,False,,,,,,NO_FLAG,
T-1122,V005,2025-11-10T14:21:27,601.47,INVOICE,INV-70122,False,,,,,,NO_FLAG,
T-1198,V007,2025-11-11T08:14:06,365.95,INVOICE,INV-70198,False,,,,,,NO_FLAG,
T-1054,V002,2025-11-11T10:07:58,12720.76,INVOICE,INV-70054,False,,,,,,NO_FLAG,
T-1419,V016,2025-11-11T15:19:38,2382.0,INVOICE,INV-70419,False,,,,,,NO_FLAG,
T-1089,V004,2025-11-12T09:27:56,3579.21,INVOICE,INV-70089,False,,,,,,NO_FLAG,
T-1370,V015,2025-11-12T13:27:51,763.3,INVOICE,INV-70370,False,,,,,,NO_FLAG,
T-1185,V007,2025-11-13T10:18:50,503.39,INVOICE,INV-70185,False,,,,,,NO_FLAG,
T-1245,V008,2025-11-13T11:29:29,2254.44,INVOICE,INV-70245,False,,,,,,NO_FLAG,
T-1110,V005,2025-11-13T11:32:35,459.56,INVOICE,INV-70110,False,,,,,,NO_FLAG,
T-1239,V008,2025-11-14T09:21:47,2841.56,INVOICE,INV-70239,False,,,,,,NO_FLAG,
T-1015,V001,2025-11-14T11:22:23,296.02,INVOICE,INV-70015,False,,,,,,NO_FLAG,
T-1211,V008,2025-11-17T08:43:24,22.09,INVOICE,INV-70211,False,,,,,,FLAG,R1
T-1483,V019,2025-11-17T12:05:32,126.04,INVOICE,INV-70483,False,,,,,,NO_FLAG,
T-1067,V002,2025-11-18T11:27:22,15760.92,INVOICE,INV-70067,False,,,,,,NO_FLAG,
T-1458,V019,2025-11-19T15:03:56,94.48,INVOICE,INV-70458,False,,,,,,NO_FLAG,
T-1014,V001,2025-11-20T13:15:18,329.96,INVOICE,INV-70014,False,,,,,,NO_FLAG,
T-1363,V015,2025-11-23T16:07:10,807.15,INVOICE,INV-70363,False,,,,,,NO_FLAG,
T-1209,V008,2025-11-24T14:03:05,1776.46,INVOICE,INV-70209,False,,,,,,NO_FLAG,
T-1225,V008,2025-11-26T10:18:09,1423.17,INVOICE,INV-70225,False,,,,,,NO_FLAG,
T-1284,V010,2025-11-26T15:28:02,324.49,INVOICE,INV-70284,False,,,,,,NO_FLAG,
T-1152,V006,2025-11-26T15:50:50,10204.95,INVOICE,INV-70152,False,,,,,,NO_FLAG,
T-1206,V008,2025-11-27T09:58:46,1295.15,INVOICE,INV-70206,False,,,,,,NO_FLAG,
T-1277,V009,2025-11-27T11:16:17,6359.06,INVOICE,INV-70277,False,,,,,,NO_FLAG,
T-1041,V001,2025-11-28T15:30:50,216.77,INVOICE,INV-70041,False,,,,,,NO_FLAG,
T-1204,V008,2025-12-01T10:55:06,2427.33,INVOICE,INV-70204,False,,,,,,NO_FLAG,
T-1082,V003,2025-12-01T10:55:58,2810.85,INVOICE,INV-70082,False,,,,,,NO_FLAG,
T-1445,V018,2025-12-01T11:56:45,1277.46,INVOICE,INV-70445,False,,,,,,NO_FLAG,
T-1484,V019,2025-12-01T14:23:24,139.14,INVOICE,INV-70484,False,,,,,,NO_FLAG,
T-1097,V005,2025-12-02T09:55:20,1438.42,INVOICE,INV-70097,False,,,,,,NO_FLAG,
T-1197,V007,2025-12-02T10:18:49,769.29,INVOICE,INV-70197,False,,,,,,NO_FLAG,
T-1039,V001,2025-12-02T14:21:51,365.09,INVOICE,INV-70039,False,,,,,,NO_FLAG,
T-1294,V010,2025-12-02T15:20:51,196.3,INVOICE,INV-70294,False,,,,,,NO_FLAG,
T-1231,V008,2025-12-03T11:29:34,1870.4,INVOICE,INV-70231,False,,,,,,NO_FLAG,
T-1349,V013,2025-12-05T15:13:04,1499.0,INVOICE,INV-70349,False,,,,,,NO_FLAG,R8
T-1243,V008,2025-12-05T15:52:51,1424.39,INVOICE,INV-70243,False,,,,,,NO_FLAG,
T-1344,V013,2025-12-08T10:36:18,1499.0,INVOICE,INV-70344,False,,,,,,FLAG,R8;R5
T-1323,V011,2025-12-08T12:00:01,2319.89,INVOICE,INV-70323,False,,,,,,NO_FLAG,
T-1348,V013,2025-12-10T14:52:36,1499.0,INVOICE,INV-70348,False,,,,,,FLAG,R8;R5
T-1088,V004,2025-12-12T10:00:33,4841.9,INVOICE,INV-70088,False,,,,,,FLAG,R2
T-1327,V011,2025-12-12T10:55:50,2890.06,INVOICE,INV-70327,False,,,,,,NO_FLAG,
T-1396,V015,2025-12-14T09:01:55,1266.82,INVOICE,INV-70396,False,,,,,,NO_FLAG,
T-1353,V013,2025-12-15T14:28:20,1499.0,INVOICE,INV-70353,False,,,,,,NO_FLAG,R8
T-1272,V009,2025-12-15T14:41:50,4120.11,INVOICE,INV-70272,False,,,,,,NO_FLAG,
T-1477,V019,2025-12-15T15:23:30,190.08,INVOICE,INV-70477,False,,,,,,NO_FLAG,
T-1253,V008,2025-12-16T09:30:33,2654.53,INVOICE,INV-70253,False,,,,,,NO_FLAG,
T-1414,V016,2025-12-16T09:31:41,7796.88,INVOICE,INV-70414,False,,,,,,NO_FLAG,
T-1395,V015,2025-12-16T13:49:07,776.01,INVOICE,INV-70395,False,,,,,,NO_FLAG,
T-1066,V002,2025-12-16T15:08:08,23607.63,INVOICE,INV-70066,False,,,,,,FLAG,R1
T-1455,V019,2025-12-17T10:40:20,129.04,INVOICE,INV-70455,False,,,,,,NO_FLAG,
T-1398,V015,2025-12-17T13:31:20,534.66,INVOICE,INV-70398,False,,,,,,NO_FLAG,
T-1252,V008,2025-12-17T13:59:12,1463.87,INVOICE,INV-70252,False,,,,,,NO_FLAG,
T-1010,V001,2025-12-18T14:00:24,378.56,INVOICE,INV-70010,False,,,,,,NO_FLAG,
T-1128,V005,2025-12-18T14:49:20,2115.2,INVOICE,INV-70128,False,,,,,,NO_FLAG,
T-1212,V008,2025-12-19T08:46:41,928.67,INVOICE,INV-70212,False,,,,,,NO_FLAG,
T-1150,V006,2025-12-19T15:18:24,4381.8,INVOICE,INV-70150,False,,,,,,NO_FLAG,
T-1255,V009,2025-12-22T11:34:27,5457.59,INVOICE,INV-70255,False,,,,,,NO_FLAG,
T-1309,V011,2025-12-22T15:25:05,4424.72,INVOICE,INV-70309,False,,,,,,NO_FLAG,
T-1009,V001,2025-12-23T11:52:21,386.05,INVOICE,INV-70009,False,,,,,,NO_FLAG,
T-1180,V007,2025-12-24T10:04:54,621.77,INVOICE,INV-70180,False,,,,,,NO_FLAG,
T-1464,V019,2025-12-24T15:21:22,177.91,INVOICE,INV-70464,False,,,,,,NO_FLAG,
T-1257,V009,2025-12-25T14:37:20,5000.5,INVOICE,INV-70257,False,,,,,,NO_FLAG,
T-1446,V018,2025-12-25T14:58:06,1361.12,INVOICE,INV-70446,False,,,,,,NO_FLAG,
T-1325,V011,2025-12-26T09:51:25,5181.09,INVOICE,INV-70325,False,,,,,,NO_FLAG,
T-1100,V005,2025-12-26T15:27:23,2790.56,INVOICE,INV-70100,False,,,,,,FLAG,R1
T-1439,V017,2025-12-29T11:43:54,474.03,INVOICE,INV-70439,False,,,,,,NO_FLAG,
T-1432,V017,2025-12-29T13:56:16,1668.25,INVOICE,INV-70432,False,,,,,,NO_FLAG,
T-1103,V005,2025-12-29T15:25:50,340.38,INVOICE,INV-70103,False,,,,,,NO_FLAG,
T-1343,V013,2025-12-30T14:13:22,1499.0,INVOICE,INV-70343,False,,,,,,NO_FLAG,R8
T-1399,V015,2025-12-30T15:47:37,985.13,INVOICE,INV-70399,False,,,,,,NO_FLAG,
T-1418,V016,2025-12-31T14:08:47,3662.48,INVOICE,INV-70418,False,,,,,,NO_FLAG,
T-1246,V008,2025-12-31T14:23:04,1450.09,INVOICE,INV-70246,False,,,,,,NO_FLAG,
T-4450,V003,2025-11-12T10:14:00,3270.01,INVOICE,INV-EC01,True,EC01,FLAG,FLAG,R1,inclusive >= vs exclusive > at the threshold,FLAG,R1
T-4455,V011,2025-11-13T14:22:00,4987.5,INVOICE,INV-EC02,True,EC02,FLAG,NO_FLAG,R2,"structuring window [4750, 5000); z ~ 1.23 so R1 does not fire",FLAG,R2
T-4458,V011,2025-11-14T11:05:00,5012.0,INVOICE,INV-EC03,True,EC03,NO_FLAG,NO_FLAG,R2,directionality — 'near a round number' is not the rule; UNDER it is,NO_FLAG,
T-4463,V016,2025-11-17T09:48:00,10000.0,INVOICE,INV-EC04,True,EC04,NO_FLAG,NO_FLAG,R2,half-open upper bound; z ~ 1.39 so R1 does not fire,NO_FLAG,
T-4468,V021,2025-11-20T13:30:00,18750.0,INVOICE,INV-EC05,True,EC05,REVIEW,REVIEW,R3,sd undefined with n=1; must never silently reach NO_FLAG,REVIEW,R3
T-4300,V022,2025-09-04T10:00:00,1200.0,INVOICE,INV-EC06-1,True,EC06,REVIEW,,R3,"Without the R3 guard, sd = 7.07 from two points gives z ~ 55.9 on the third row. Absurd confidence from a two-point sample.
",REVIEW,R3
T-4380,V022,2025-10-06T10:15:00,1210.0,INVOICE,INV-EC06-2,True,EC06,REVIEW,,R3,"Without the R3 guard, sd = 7.07 from two points gives z ~ 55.9 on the third row. Absurd confidence from a two-point sample.
",REVIEW,R3
T-4470,V022,2025-11-21T10:30:00,1600.0,INVOICE,INV-EC06-3,True,EC06,REVIEW,,R3,"Without the R3 guard, sd = 7.07 from two points gives z ~ 55.9 on the third row. Absurd confidence from a two-point sample.
",REVIEW,R3
T-4475,V013,2025-11-24T08:12:00,1549.0,INVOICE,INV-EC07,True,EC07,FLAG,NO_FLAG,R8,division by zero; z = 50/0. Must not crash or emit NaN.,FLAG,R8
